Product Name,Product Slug,Question,Answer
Personalisierte Radsportmütze,personalisierte-radsportmutze,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierte Radsportmütze,personalisierte-radsportmutze,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierte Radsportmütze,personalisierte-radsportmutze,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisiertes Retro-Fußballtrikot,personalisiertes-retro-fussballtrikot,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisiertes Retro-Fußballtrikot,personalisiertes-retro-fussballtrikot,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisiertes Retro-Fußballtrikot,personalisiertes-retro-fussballtrikot,Kann ich während der Saison zusätzliche Trikots nachbestellen?,"Ja, Sie können bis zu 2-mal zusätzliche Stücke in beliebiger Menge nachbestellen – zu den gleichen Preisen. Bei Bestellungen unter der Mindestmenge können jedoch Lieferkosten anfallen."
Personalisiertes Retro-Fußballtrikot,personalisiertes-retro-fussballtrikot,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisiertes Kuscheltier,personalisiertes-kuscheltier,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 14 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisiertes Kuscheltier,personalisiertes-kuscheltier,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisiertes Kuscheltier,personalisiertes-kuscheltier,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisierte Großwimpel,personalisierter-grosswimpel,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisierte Großwimpel,personalisierter-grosswimpel,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisierte Großwimpel,personalisierter-grosswimpel,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
Personalisiertes Golf-Poloshirt,personalisiertes-golf-poloshirt,Meine Anfrage ist dringend. Bieten Sie auch einen Express-Service an?,"Die reguläre Lieferzeit beträgt 4 bis 6 Wochen, hängt jedoch davon ab, wie ausgelastet unsere Fabriken sind. In einigen Fällen können wir gegen Aufpreis eine Expresslieferung arrangieren. Bitte kontaktieren Sie uns schnellstmöglich, um dies zu besprechen."
Personalisiertes Golf-Poloshirt,personalisiertes-golf-poloshirt,Kann ich ein Muster erhalten?,Zur Qualitätsprüfung senden wir Ihnen gerne ein Muster aus einer früheren Produktion zu. Auf Wunsch fertigen wir auch ein Muster mit Ihrem eigenen Design an (ggf. gegen Gebühr). Bitte kontaktieren Sie uns bei Interesse.
Personalisiertes Golf-Poloshirt,personalisiertes-golf-poloshirt,Kann ich während der Saison zusätzliche Wimpel nachbestellen?,"Ja, Sie können bis zu 2-mal zusätzliche Stücke in beliebiger Menge nachbestellen – zu den gleichen Preisen. Bei Bestellungen unter der Mindestmenge können jedoch Lieferkosten anfallen."
Personalisiertes Golf-Poloshirt,personalisiertes-golf-poloshirt,"Liefern Sie auch Extras wie Anhängeetiketten, eingenähte Labels oder spezielle Verpackungen?","Selbstverständlich liefern wir Ihre Produkte verkaufsfertig. Ab 500 Stück können wir Extras wie Anhängeetiketten, eingenähte Labels oder Karten für die Verpackung herstellen. Benötigen Sie weniger, lagern wir den Rest für Sie ein oder senden ihn Ihnen zur weiteren Verwendung zu. Auch individuelle Verpackungen wie einzelne Polybeutel oder Geschenkboxen sind möglich. Sprechen Sie uns gerne an, um die Möglichkeiten zu besprechen."
